year,feelslike,log_temp,log_precip,precipprob,log_humidity,log_dew,log_windspeed,log_pressure,visibility,log_solarradiation,name,crop_year,Element,Item,Value_log
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Area harvested,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",14.262757839473378
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Yield,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",6.8690144506657065
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Production,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",14.222974334070884
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Area harvested,Apples,12.614868865984633
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Yield,Apples,8.953109906980231
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Production,Apples,14.660090872022195
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Area harvested,Apricots,8.556413904569519
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Yield,Apricots,7.940583827104244
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Production,Apricots,9.588803519668428
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Area harvested,Areca nuts,13.116347317149176
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Yield,Areca nuts,7.424821390337582
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Production,Areca nuts,13.632790121628451
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Area harvested,Bananas,13.69221347284086
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Yield,Bananas,10.458857195486743
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Production,Bananas,17.243284986935983
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Area harvested,Barley,13.401208014504952
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Yield,Barley,7.899487379356143
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Production,Barley,14.39257943648344
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Area harvested,"Beans, dry",16.525613184732563
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Yield,"Beans, dry",6.027796476355372
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Production,"Beans, dry",15.643280625487051
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Production,"Beer of barley, malted",14.674172600730516
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Area harvested,Cabbages,12.896719202134523
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Yield,Cabbages,10.027919545912471
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Production,Cabbages,16.016837929540277
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Area harvested,Cantaloupes and other melons,10.896757843893464
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Yield,Cantaloupes and other melons,10.034397386877574
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Production,Cantaloupes and other melons,14.023338217513944
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Area harvested,Carrots and turnips,14.895645648912652
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Production,Carrots and turnips,15.231004299238206
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Area harvested,"Cashew nuts, in shell",13.875665422403165
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Yield,"Cashew nuts, in shell",6.64678004935892
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Production,"Cashew nuts, in shell",13.613395597831598
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Area harvested,"Cassava, fresh",12.06105265381003
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Yield,"Cassava, fresh",10.261640903093042
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Production,"Cassava, fresh",15.414898336565054
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Area harvested,Castor oil seeds,13.62208477683806
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Yield,Castor oil seeds,7.551239414522982
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Production,Castor oil seeds,14.26503146620252
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Area harvested,Cauliflowers and broccoli,13.023649611968253
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Yield,Cauliflowers and broccoli,9.859310979369944
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Production,Cauliflowers and broccoli,15.975148757005249
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Area harvested,Cherries,8.155362120328135
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Yield,Cherries,7.979201899577477
2018,80.35155279503105,4.33866884214468,0.0,18.012422360248447,4.1423563130901195,4.116089270599992,2.3847349755019915,6.922939414307177,1.6543478260869566,5.347776709155783,India,2018,Production,Cherries,9.226192067354724
